ID,ENTRYTYPE,author,title,year,journal,booktitle,publisher,volume,number,pages,doi,url,abstract
https://doi.org/10.1002/ad.3103,article,"Mitterberger, Daniela; Dörfler, Kathrin","Rethinking Digital Construction: A Collaborative Future of Humans, Machines and Craft",2024,Architectural Design,,,94,5,108-117,https://doi.org/10.1002/ad.3103,https://onlinelibrary.wiley.com/doi/abs/10.1002/ad.3103,"Abstract The vast majority of construction industry processes are labour intensive, and often fraught with errors due to non-exact assembly tolerances and dimensions. Digital fabrication can mitigate or remove the potential of these anomalies occurring by negating or reducing human site-participation. But there is another side to the digital fabrication coin – the transition to more automated processes will liberate humans to become more collaborative and creative with machines both virtual and actual. Daniela Mitterberger, an Assistant Professor at Princeton University School of Architecture, and Kathrin Dörfler, Assistant Professor of Digital Fabrication at the Department of Architecture at the Technical University of Munich, highlight the evolving advantages of these new relationships."
doi:https://doi.org/10.1002/9781394162871.ch6,inbook,"Carmichael, Marc G.; Tran, Antony; Aldini, Stefano; Liu, Dikai",Methodologies in Physical Human–Robot Collaboration for Infrastructure Maintenance,2024,,Infrastructure Robotics,"John Wiley & Sons, Ltd",,,105-126,https://doi.org/10.1002/9781394162871.ch6,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394162871.ch6,"Summary Infrastructure maintenance often requires human workers to perform dull, dirty and dangerous tasks that would be better suited to robotics. Using autonomous or teleoperated robots allow human workers to be physically removed from these tasks. However, in some situations, it is favorable to have a human worker be physically involved in the task so their cognitive capabilities can be utilized. Advances in robotic technology are leading to new applications of physical human–robot collaboration ( pHRC ), which allows for the strengths of both the human worker and the robot to be utilized as they collaboratively perform tasks. For pHRC tasks to be successful, several considerations need to be made, including the utilization of appropriate control methods, strategies for providing assistance to the human worker and ensuring the interaction is safe. This chapter describes methodologies and opportunities for humans and robots physically collaborating to accomplish tasks in the area of infrastructure maintenance."
doi:https://doi.org/10.1002/9781394198252.fmatter,inbook,,Front Matter,2025,,Intelligent Robots and Cobots,"John Wiley & Sons, Ltd",,,i-xxvii,https://doi.org/10.1002/9781394198252.fmatter,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394198252.fmatter,The prelims comprise: Half-Title Page Series Page Title Page Copyright Page Dedication Page Table of Contents Preface Acknowledgement
https://doi.org/10.1111/exsy.70113,article,"Badalov, Khusrav; Tseng, Hao-An; Yoon, Young",A Survey of Training Healthcare Robots With Extended Reality and Digital Twins,2025,Expert Systems,,,42,10,e70113,https://doi.org/10.1111/exsy.70113,https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.70113,"ABSTRACT Healthcare robots are cyberphysical systems designed to assist older adults and reduce the burden on healthcare professionals and family caregivers. These robots can perform various tasks, including delivering medications on time, promoting physical activity, and cultivating social connections by contacting family and friends. As the global population ages, healthcare robots are emerging as critical technology to support older adults and alleviate the burden on healthcare systems. However, their widespread adoption is hindered by significant challenges, including inflexible hard-coded functionalities, high development and training costs, and a common lack of cultural adaptability. Extended reality (XR) and digital twin (DT) technologies offer a transformative approach to overcome these hurdles by enabling safe, scalable, and cost-effective virtual training environments. This paper presents a systematic review of the literature at the intersection of XR, DT, and healthcare robotics, adhering to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. We not only present a thematic analysis of current research but also identify key fundamental challenges in existing robot training methodologies and analyse the field's evolutionary trends through visualisations. Based on our synthesis, we propose a conceptual framework and guidelines for developing future healthcare robots that are not only technologically advanced but also personalised, empathetic, and culturally sensitive. The purpose of this survey is to provide a roadmap for researchers and practitioners to take advantage of these convergent technologies, with the intention of creating a more effective and humane healthcare ecosystem for ageing populations around the world."
https://doi.org/10.1002/aisy.202500005,article,"Zhang, Naifeng; Salili-James, Arianna; Poon, Sanson T. S.; Hollister, Jack D.; Scott, Ben",Accelerating Pinned Insect Specimen Digitization: A Deep Learning Pipeline for Future Collaborative Robots,,Advanced Intelligent Systems,,,n/a,n/a,2500005,https://doi.org/10.1002/aisy.202500005,https://onlinelibrary.wiley.com/doi/abs/10.1002/aisy.202500005,"The Natural History Museum, UK (NHM), is at the forefront of digitizing vast natural history collections, with over six million of its 80 million specimens already digitized. Extensive, high-quality, digital specimen datasets are crucial for the integration, and analysis of biological information, providing global accessibility and digital preservation. However, at current rates, it could take centuries to digitize entire collections. To accelerate this, researchers at NHM are exploring the use of collaborative robots (cobots) for digitization. Here, the focus is on the development of artificial intelligence (AI) pipelines for the digitization of one of the largest NHM collections: pinned insects. Aa proof-of-concept workflow is presented that leverages AI to assist in precise identification, handling, and digitization of insect specimens and labels. The pipeline is designed to be adaptable across different museum specimen datasets, and to one day integrate seamlessly with the newly introduced cobot at NHM. Experimental results achieved accuracies of 0.95 for specimen identification, 0.79 for pinheads, and 0.92 for specimen labels, in independent image and video test sets. These results demonstrate the potential of this workflow in accelerating digitization efforts whilst prototyping novel cobot-integrated digitization systems and advancing the biodiversity informatics for data creation and accessibility."
doi:https://doi.org/10.1002/9783527843763.ch07,inbook,,Flexible Automation,2025,,Laboratory of the Future,"John Wiley & Sons, Ltd",,,145-180,https://doi.org/10.1002/9783527843763.ch07,https://onlinelibrary.wiley.com/doi/abs/10.1002/9783527843763.ch07,"This chapter provides an overview of laboratory automation, tracing its evolution from the nineteenth century to today's robotic and digital systems. It highlights key milestones, from simple mechanical devices to sophisticated automated systems that are vital to research and industrial applications. The chapter examines components such as collaborative robots, end effectors, sensors, and control systems, emphasizing their role in creating efficient laboratory environments. Different programming methods are also covered, with an emphasis on user-friendly and accessible solutions. Practical strategies for installation, environmental requirements, and safety are discussed. Real-world examples demonstrate flexible automation concepts without specialized programming skills, using intuitive software and low-cost components. Market trends and data highlight the economic drivers behind automation adoption. The chapter advocates the empowerment of laboratory personnel to design and implement automated workflows to improve efficiency, safety, and innovation in research and industry."
doi:https://doi.org/10.1002/9781394198252.ch11,inbook,"Kumar, Arvind; Vijay, Richa",Cloud-Based Cobots for Industry 5.0,2025,,Intelligent Robots and Cobots,"John Wiley & Sons, Ltd",,,221-245,https://doi.org/10.1002/9781394198252.ch11,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394198252.ch11,"Summary Industry 5.0 means to deliver producing arrangements that are asset-proficient and client-liked by utilizing the imagination of human experts in blend with successful, smart, and exact machines. Industry 5.0 is expected to profit from different promising advances and applications empowering expanded creation and unconstrained conveyance of modified items. The fifth modern transformation will start when its three critical parts—clever gadgets, smart frameworks, and savvy computerization—completely join with the actual climate as a team with human insight. Independent robots are clever specialists that team up with individuals all the while in a similar work area, which is what the expression “robotization” alludes to. This article proposes the possibility of Industry 5.0, which expects to conquer these challenges by having robots team up with people as opposed to rival them. Chapter starts by presenting various new terms and phrasing connected with Industry 5.0 from the perspectives of different specialists and professionals in the area. The potential utilizations of Industry 5.0, including canny medical services, cloud fabricating, inventory network the board, and assembling creation, are then completely talked about. This chapter will discuss a few empowering innovations for Industry 5.0 and cobots, the Web of Everything, blockchain, and 6G and past organizations. To acknowledge Industry 5.0, we feature various exploration obstacles and annoying issues."
doi:https://doi.org/10.1002/9781394175437.ch13,inbook,"Mohanty, Anita; Mohapatra, Ambarish G.; Mohanty, Subrat Kumar; Keswani, Bright; Nayak, Sasmita",Computational Intelligent Techniques in Mechatronics,2024,,Computational Intelligent Techniques in Mechatronics,"John Wiley & Sons, Ltd",,,401-444,https://doi.org/10.1002/9781394175437.ch13,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394175437.ch13,"Summary This chapter investigates the emerging trends and presents compelling case studies in the realm of computational intelligent (CI) techniques applied in mechatronics. Mechatronics, an interdisciplinary arena integrating mechanical engineering, electronics, and computer science, faces complex challenges in system design and control. To address these challenges, CI techniques, like artificial neural networks, evolutionary multi-objective optimization, reinforcement learning, swarm intelligence, explainable artificial intelligence (AI), human–robot interaction (HRI), and biologically inspired robotics, are becoming increasingly predominant. The chapter highlights the real-world applications of these techniques in various mechatronic tasks, including robotic control, adaptive systems, and autonomous vehicles, demonstrating their latent to improve system performance and adaptability. Furthermore, the chapter highlights the significance of explainable AI in safety-critical mechatronics, ensuring transparency and trust in AI-driven decisions. Furthermore, it delves into the intriguing area of HRI and emotional intelligence, showcasing how AI enhances interaction and emotional understanding between humans and machines. Through these illustrative case studies, this chapter offers valuable insights into the transformative impact of CI techniques, shaping the future of intelligent and pioneering mechatronic systems."
https://doi.org/10.1002/aisy.202300359,article,"Wang, Tian; Zheng, Pai; Li, Shufei; Wang, Lihui",Multimodal Human–Robot Interaction for Human-Centric Smart Manufacturing: A Survey,2024,Advanced Intelligent Systems,,,6,3,2300359,https://doi.org/10.1002/aisy.202300359,https://onlinelibrary.wiley.com/doi/abs/10.1002/aisy.202300359,"Human–robot interaction (HRI) has escalated in notability in recent years, and multimodal communication and control strategies are necessitated to guarantee a secure, efficient, and intelligent HRI experience. In spite of the considerable focus on multimodal HRI, comprehensive disquisitions delineating various modalities and intricately analyzing their combinations remain elusive, consequently limiting holistic understanding and future advancements. This article aspires to bridge this inadequacy by conducting a profound exploration of multimodal HRI, predominantly concentrating on four principal modalities: vision, auditory and language, haptics, and physiological sensing. An extensive review encapsulating algorithmic dissection, interface devices, and applicative dimensions forms part of this discourse. This manuscript distinctively combines multimodal HRI with cognitive science, deeply probing into the three dimensions, perception, cognition, and action, thereby demystifying algorithms intrinsic to multimodal HRI. Finally, it accentuates the empirical challenges and contours preemptive trajectories for multimodal HRI in human-centric smart manufacturing."
https://doi.org/10.1002/aisy.202300823,article,"Yerebakan, Mustafa Ozkan; Hu, Boyi",Human–Robot Collaboration in Modern Agriculture: A Review of the Current Research Landscape,2024,Advanced Intelligent Systems,,,6,7,2300823,https://doi.org/10.1002/aisy.202300823,https://onlinelibrary.wiley.com/doi/abs/10.1002/aisy.202300823,"Recent years have witnessed an increased utilization of robotics systems in agricultural settings. While fully autonomous farming holds great potential, most systems fall short of meeting the demands of present-day agricultural operations. The use of human labor or teleoperated robots is also limited due to the physiological constraints of humans and the shortcomings of interfaces used to control robots. To harness the strengths of autonomous capabilities and endurance of robots, as well as the decision-making capabilities of humans, human–robot collaboration (HRC) has emerged as a viable approach. By identifying the various applications of HRC in current research and the infrastructure employed to develop them, interested parties seeking to utilize collaborative robotics in agriculture can gain a better understanding of the possibilities and challenges they may encounter. In this review, an overview of existing HRC applications in the agricultural domain is provided. Additionally, general trends and weaknesses are identified within the research corpus. This review serves as a presentation of the state-of-the-art research of HRC in agriculture for professionals considering the adoption of HRC. Robotics engineers can utilize this review as a resource for easily accessing information on the hardware, software, and algorithms employed in building HRC systems for agriculture."
doi:https://doi.org/10.1002/9781119987635.ch16,inbook,"Lefranc, Gastón",Trends in Robotics Management and Business Automation,2023,,IEEE Technology and Engineering Management Society Body of Knowledge (TEMSBOK),"John Wiley & Sons, Ltd",,,265-288,https://doi.org/10.1002/9781119987635.ch16,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119987635.ch16,"Summary This chapter presents recently growing trends in robotic management and business automation, which have been caused in part by the COVID-19 pandemic (2020–2022). The implementation of different types of robots for improving company efficiency, flexibility, productivity, and safety, and for decreasing production rejection, is also presented. The showcased robots employ artificial intelligence alongside devices such as sensors, are easy to program and install, and comply with industry 4.0 criteria. Robot networks, such as manipulators, autonomous mobile robots, and drone robots, are now applied in many sectors of the economy, such as manufacturing, food and beverage, textiles, wood and plastics, healthcare, and other industries. This leads to a new business model, which facilitates product diversification. The trends corresponding to each type of robot are shown, as well as approaches and techniques to identify what is most appropriate for any given robotic needs. In addition, several suggestions are presented to business engineers and entrepreneurs on how to integrate robots for better production and on acquisition and management decisions."
doi:https://doi.org/10.1002/9781119857433.ch14,inbook,"Hatanaka, Takeshi; Yamauchi, Junya; Fujita, Masayuki; Handa, Hiroyuki",Contemporary Issues and Advances in Human–Robot Collaborations,2023,,Cyber–Physical–Human Systems,"John Wiley & Sons, Ltd",,,365-399,https://doi.org/10.1002/9781119857433.ch14,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119857433.ch14,"Summary Human–robot collaboration is a multidisciplinary research field that was established as an independent research field in the mid-1990s, although several pioneering works predate that time. The first part of this chapter is devoted to giving a brief overview of the history and contemporary issues in human–robot collaborations, while highlighting four key factors: task architecture, team formation, human modeling in the aspect of decision and control, and human modeling of other factors. This chapter presents not only research advances in academia but also technological advances in industry with some real use cases of human–robot collaborations in factories. We then review two of our recent research outcomes, namely (i) human-enabled multirobot navigation, and (ii) operation support with variable autonomy for remote harvesting. In the former, we address a complementary interaction between a human and a network of multiple robots, during which we present a distributed control architecture based on the well-established concept of passivity. In the latter, we address an overlapping human–robot interaction and design an online autonomy determination mechanism based on Gaussian process, a machine learning technique. In both sections, we conduct user studies to examine human passivity, human workload, and human usability. We conclude by providing our vision for the future of human–robot collaborations."
https://doi.org/10.1002/adma.202504683,article,"Wu, Shuang; Lee, Seol-Yee (Jennifer); Zhu, Yong",Thermally Actuated Soft Robotics,2025,Advanced Materials,,,37,41,e04683,https://doi.org/10.1002/adma.202504683,https://onlinelibrary.wiley.com/doi/abs/10.1002/adma.202504683,"Abstract Soft robots with exceptional adaptability and versatility have opened new possibilities for applications in complex and dynamic environments. Thermal actuation has emerged as a promising method among various actuation strategieis, offering distinct advantages such as programmability, light weight, low actuation voltage, and untethered operation. This review provides a comprehensive overview of soft thermal actuators, focusing on their heating mechanisms, material innovations, structural designs, and emerging applications. Heat generation mechanisms including Joule heating, electromagnetic induction, and electromagnetic radiation and heat transfer mechanisms such as fluid convection are discussed. Advances in materials are grouped into two areas: heating materials, primarily based on nanomaterials, and thermally responsive materials including hydrogels, liquid crystal elastomers, and shape-memory polymers. Structural designs, such as extension, bending, twisting, and 3D deformable configurations, are explored for enabling complex and precise movements. Applications of soft thermal actuators span environmental exploration, gripping and manipulation, biomedical devices for rehabilitation and surgery, and interactive systems for virtual/augmented reality and therapy. The review concludes with an outlook on challenges and future directions, emphasizing the need for further improvement in speed, energy efficiency, and intelligent soft robotic systems. By bridging fundamental principles with cutting-edge applications, this review aims to inspire further advancements in the field of thermally actuated soft robotics."
https://doi.org/10.1111/clr.14188,article,"Li, Ping; Chen, Jiahao; Li, An; Luo, Ke; Xu, Shulan; Yang, Shuo",Accuracy of autonomous robotic surgery for dental implant placement in fully edentulous patients: A retrospective case series study,2023,Clinical Oral Implants Research,,,34,12,1428-1437,https://doi.org/10.1111/clr.14188,https://onlinelibrary.wiley.com/doi/abs/10.1111/clr.14188,"Abstract Objectives This study evaluated the accuracy of dental implant placement using the robotic computer-assisted implant surgery (r-CAIS) technology in fully edentulous patients. Materials and Methods Fully edentulous and terminal dentition patients were enrolled for r-CAIS technology. Based on the cone-beam computed tomography (CBCT) examination, a customized positioning marker and a preoperative surgical plan were created before surgery. During the implant surgery, the implant osteotomy and placement were automatically performed using an autonomous robotic surgery system under the surgeon's supervision. A postoperative CBCT scan was used to determine the discrepancies between the planned and placed implants. Results Ten patients with 59 implants underwent autonomous robotic surgery. No adverse surgical events occurred. The deviations of global coronal, global apical, and angular were 0.67 ± 0.37 mm (95\% CI: 0.58–0.77 mm), 0.69 ± 0.37 mm (95\% CI: 0.59–0.78 mm), and 1.27° ± 0.59° (95\% CI: 1.42°–1.11°), respectively. Conclusions The autonomous r-CAIS technology proved an accurate surgical approach for implant placement in fully edentulous patients due to the control of the angular deviation. Autonomous robotic surgery seems promising as an accurate technology for treating fully edentulous patients. However, further trials are required to provide more hard clinical evidence."
